Flight Number,Actual,Prediction,Prediction Percentage,Date
2526,0,not delayed,0.043156218,2024-05-15
2526,0,not delayed,0.17061125,2024-05-19
2526,0,not delayed,0.042271078,2024-05-17
2526,0,not delayed,0.042572077,2024-05-18
2527,0,not delayed,0.042353094,2024-05-19
2527,1,delayed,0.99555564,2024-05-15
2527,0,not delayed,0.040443264,2024-05-16
2527,1,delayed,0.99671084,2024-05-18
2527,0,not delayed,0.040226895,2024-05-17
2528,1,delayed,0.9972258,2024-05-17
2528,1,delayed,0.9861046,2024-05-18
2528,1,delayed,0.9971515,2024-05-16
2528,0,not delayed,0.061792642,2024-05-15
2528,0,not delayed,0.03672797,2024-05-19
2529,0,not delayed,0.041746765,2024-05-16
2529,1,delayed,0.99681485,2024-05-15
2529,1,delayed,0.99355096,2024-05-18
2529,1,delayed,0.9965735,2024-05-19
2529,1,delayed,0.9960512,2024-05-17
253,0,not delayed,0.04396679,2024-05-15
253,1,delayed,0.81274223,2024-05-16
253,1,delayed,0.9959748,2024-05-18
253,0,not delayed,0.042466074,2024-05-19
253,1,not delayed,0.1911974,2024-05-17
2530,1,delayed,0.99688154,2024-05-18
2530,0,not delayed,0.16796257,2024-05-16
2530,0,not delayed,0.03879388,2024-05-19
2530,1,delayed,0.9605904,2024-05-17
2530,0,not delayed,0.044437453,2024-05-15
2531,1,delayed,0.99688154,2024-05-18
2531,0,not delayed,0.18693295,2024-05-19
2531,0,not delayed,0.044957526,2024-05-15
2531,0,not delayed,0.037161518,2024-05-17
2531,0,not delayed,0.06158475,2024-05-16
2532,1,delayed,0.9969227,2024-05-16
2532,0,not delayed,0.04051533,2024-05-17
2532,1,delayed,0.99715143,2024-05-18
2532,1,delayed,0.99671084,2024-05-15
2532,1,delayed,0.9971727,2024-05-19
2533,0,not delayed,0.04252667,2024-05-19
2533,1,delayed,0.99688154,2024-05-16
2533,1,not delayed,0.3202295,2024-05-15
2533,1,delayed,0.9968356,2024-05-18
2533,1,delayed,0.995837,2024-05-17
2534,1,delayed,0.5224455,2024-05-19
2534,1,delayed,0.99688154,2024-05-16
2534,0,not delayed,0.050048754,2024-05-17
2534,1,delayed,0.92077816,2024-05-15
2534,0,not delayed,0.037122514,2024-05-18
2535,0,not delayed,0.047184672,2024-05-17
2535,1,delayed,0.9950867,2024-05-18
2535,0,not delayed,0.04449787,2024-05-19
2535,0,not delayed,0.037227985,2024-05-15
2535,0,not delayed,0.04096403,2024-05-16
2536,1,delayed,0.94535923,2024-05-17
2536,1,delayed,0.9960512,2024-05-15
2536,0,not delayed,0.124307826,2024-05-16
2536,0,not delayed,0.15988953,2024-05-18
2536,1,delayed,0.99688154,2024-05-19
2537,0,not delayed,0.21068008,2024-05-17
2537,1,not delayed,0.39558318,2024-05-15
2537,0,not delayed,0.038579438,2024-05-19
2537,1,delayed,0.9964131,2024-05-18
2537,1,delayed,0.9961766,2024-05-16
2538,1,delayed,0.9113538,2024-05-17
2538,0,not delayed,0.0458958,2024-05-15
2538,1,delayed,0.993075,2024-05-16
2538,1,delayed,0.996881,2024-05-18
2538,1,not delayed,0.11824616,2024-05-19
2539,1,delayed,0.99688154,2024-05-18
2539,0,not delayed,0.039624177,2024-05-19
2539,0,not delayed,0.049570195,2024-05-16
2539,1,delayed,0.9279893,2024-05-15
2539,0,not delayed,0.04167575,2024-05-17
254,0,not delayed,0.039573044,2024-05-16
254,1,delayed,0.99671084,2024-05-19
254,0,not delayed,0.049659874,2024-05-18
254,0,delayed,0.5214016,2024-05-15
254,0,not delayed,0.056041203,2024-05-17
2540,0,not delayed,0.04380129,2024-05-15
2540,0,not delayed,0.04244973,2024-05-18
2540,1,delayed,0.99688154,2024-05-19
2540,0,not delayed,0.040154908,2024-05-17
2540,0,not delayed,0.036261637,2024-05-16
2541,1,delayed,0.99686944,2024-05-19
2541,1,delayed,0.99535024,2024-05-16
2541,1,delayed,0.996881,2024-05-18
2541,0,not delayed,0.041617315,2024-05-15
2541,1,delayed,0.99688154,2024-05-17
2542,1,delayed,0.9959417,2024-05-16
2542,1,delayed,0.9960512,2024-05-17
2542,0,not delayed,0.04916457,2024-05-15
2542,1,delayed,0.9967104,2024-05-19
2542,0,not delayed,0.046922326,2024-05-18
2543,1,delayed,0.92089164,2024-05-19
2543,0,not delayed,0.038517214,2024-05-16
2543,0,not delayed,0.19862962,2024-05-17
2543,0,not delayed,0.043465853,2024-05-18
2543,0,not delayed,0.042185728,2024-05-15
2544,0,not delayed,0.25745004,2024-05-19
2544,0,not delayed,0.043144736,2024-05-16
2544,1,delayed,0.96747154,2024-05-15
2544,0,not delayed,0.38116065,2024-05-18
2544,0,not delayed,0.041132938,2024-05-17
2545,0,not delayed,0.04379566,2024-05-18
2545,1,delayed,0.99688154,2024-05-17
2545,0,not delayed,0.041419502,2024-05-16
2545,0,not delayed,0.039232958,2024-05-19
2545,0,not delayed,0.043850403,2024-05-15
2546,1,delayed,0.9960512,2024-05-15
2546,1,delayed,0.8975299,2024-05-19
2546,1,delayed,0.9968808,2024-05-17
2546,0,not delayed,0.040438168,2024-05-18
2546,1,delayed,0.99604976,2024-05-16
2547,1,delayed,0.99676883,2024-05-18
2547,0,not delayed,0.036393438,2024-05-19
2547,1,delayed,0.9972234,2024-05-15
2547,1,delayed,0.9972258,2024-05-16
2547,0,not delayed,0.03606534,2024-05-17
2548,0,not delayed,0.03657413,2024-05-16
2548,1,delayed,0.9968957,2024-05-19
2548,1,delayed,0.994692,2024-05-18
2548,0,not delayed,0.038888667,2024-05-15
2548,1,delayed,0.9969514,2024-05-17
2549,0,not delayed,0.04957228,2024-05-17
2549,1,delayed,0.99671084,2024-05-15
2549,1,delayed,0.99720454,2024-05-19
2549,1,delayed,0.9972258,2024-05-16
2549,1,delayed,0.99377596,2024-05-18
255,1,delayed,0.9960476,2024-05-17
255,0,not delayed,0.04405848,2024-05-18
255,0,not delayed,0.04413204,2024-05-19
255,1,delayed,0.9895755,2024-05-15
255,1,delayed,0.99669933,2024-05-16
2550,0,not delayed,0.07289016,2024-05-17
2550,0,not delayed,0.05618824,2024-05-18
2550,0,not delayed,0.038946666,2024-05-16
2550,1,delayed,0.9967093,2024-05-19
2550,0,not delayed,0.09853714,2024-05-15
2551,1,delayed,0.9968814,2024-05-15
2551,1,delayed,0.9967107,2024-05-19
2551,1,delayed,0.9966513,2024-05-18
2551,1,delayed,0.7866143,2024-05-17
2551,1,delayed,0.99688095,2024-05-16
2552,1,delayed,0.9971886,2024-05-17
2552,0,not delayed,0.06902607,2024-05-18
2552,0,not delayed,0.049705576,2024-05-19
2552,1,delayed,0.99459547,2024-05-16
2552,0,not delayed,0.13206996,2024-05-15
2553,0,not delayed,0.04326845,2024-05-15
2553,1,delayed,0.99688154,2024-05-16
2553,1,delayed,0.9960637,2024-05-17
2553,0,delayed,0.91740125,2024-05-19
2553,1,delayed,0.7284477,2024-05-18
2554,1,delayed,0.99688154,2024-05-19
2554,0,not delayed,0.045040917,2024-05-18
2554,1,delayed,0.99671084,2024-05-15
2554,0,not delayed,0.039787725,2024-05-16
2554,0,not delayed,0.07291663,2024-05-17
2555,0,not delayed,0.045095913,2024-05-18
2555,1,delayed,0.99688065,2024-05-19
2555,0,not delayed,0.057369795,2024-05-17
2555,0,not delayed,0.056371514,2024-05-16
2555,0,not delayed,0.040743027,2024-05-15
2556,1,delayed,0.9968828,2024-05-18
2556,0,not delayed,0.040625263,2024-05-16
2556,1,delayed,0.98687357,2024-05-19
2556,1,delayed,0.98935455,2024-05-17
2556,1,delayed,0.9246523,2024-05-15
2557,1,not delayed,0.21126287,2024-05-18
2557,0,not delayed,0.04164931,2024-05-17
2557,1,delayed,0.52279365,2024-05-15
2557,0,not delayed,0.039704498,2024-05-19
2557,1,delayed,0.8533827,2024-05-16
2558,0,not delayed,0.043741893,2024-05-15
2558,1,delayed,0.9678559,2024-05-18
2558,1,delayed,0.99412197,2024-05-16
2558,0,not delayed,0.05504006,2024-05-17
2558,0,not delayed,0.044734832,2024-05-19
2559,0,not delayed,0.17076692,2024-05-19
2559,0,not delayed,0.044494245,2024-05-17
2559,1,delayed,0.9964267,2024-05-16
2559,0,not delayed,0.04246116,2024-05-18
2559,1,delayed,0.99175596,2024-05-15
256,1,delayed,0.9941219,2024-05-19
256,1,delayed,0.99672604,2024-05-16
256,1,delayed,0.9968773,2024-05-18
256,0,not delayed,0.041764904,2024-05-15
256,0,not delayed,0.052234907,2024-05-17
2560,0,not delayed,0.041396108,2024-05-15
2560,0,not delayed,0.041743647,2024-05-19
2560,0,not delayed,0.042051677,2024-05-17
2560,0,not delayed,0.044170473,2024-05-18
2560,0,not delayed,0.051452097,2024-05-16
2561,0,not delayed,0.0364613,2024-05-19
2561,1,delayed,0.99600613,2024-05-18
2561,0,not delayed,0.06912277,2024-05-17
2561,0,not delayed,0.037080582,2024-05-16
2561,0,not delayed,0.041770205,2024-05-15
2562,0,not delayed,0.049547467,2024-05-17
2562,1,delayed,0.91713107,2024-05-15
2562,1,delayed,0.98931533,2024-05-16
2562,0,not delayed,0.039602976,2024-05-19
2562,0,not delayed,0.03730279,2024-05-18
2563,0,not delayed,0.04537663,2024-05-17
2563,1,delayed,0.66315377,2024-05-16
2563,0,not delayed,0.041386053,2024-05-18
2563,0,not delayed,0.047250606,2024-05-19
2563,0,not delayed,0.039076105,2024-05-15
2564,1,delayed,0.99687964,2024-05-15
2564,1,delayed,0.99688154,2024-05-17
2564,0,not delayed,0.054283425,2024-05-18
2564,1,delayed,0.9960512,2024-05-19
2564,0,not delayed,0.056101233,2024-05-16
2565,1,delayed,0.9959674,2024-05-19
2565,0,not delayed,0.04069056,2024-05-17
2565,0,not delayed,0.044363223,2024-05-16
2565,0,not delayed,0.046879448,2024-05-15
2565,0,not delayed,0.054643836,2024-05-18
2566,1,delayed,0.9965297,2024-05-17
2566,1,delayed,0.99566877,2024-05-19
2566,1,delayed,0.9967591,2024-05-16
2566,0,not delayed,0.042060446,2024-05-15
2566,1,delayed,0.8026469,2024-05-18
2567,0,not delayed,0.039688494,2024-05-16
2567,1,delayed,0.99688154,2024-05-17
2567,0,not delayed,0.043116633,2024-05-18
2567,0,not delayed,0.2402588,2024-05-15
2567,1,delayed,0.9960505,2024-05-19
2568,0,not delayed,0.038324557,2024-05-16
2568,0,not delayed,0.0387941,2024-05-17
2568,1,delayed,0.9912938,2024-05-18
2568,1,delayed,0.990156,2024-05-15
2568,0,not delayed,0.059231646,2024-05-19
2569,0,not delayed,0.038959138,2024-05-15
2569,1,delayed,0.9624921,2024-05-19
2569,0,not delayed,0.048102405,2024-05-16
2569,0,not delayed,0.038759995,2024-05-17
2569,1,not delayed,0.06635016,2024-05-18
257,1,delayed,0.99568826,2024-05-15
257,1,delayed,0.99671084,2024-05-17
257,0,not delayed,0.041237947,2024-05-16
257,1,delayed,0.9970855,2024-05-19
257,1,delayed,0.99248916,2024-05-18
2570,1,delayed,0.9952875,2024-05-18
2570,0,not delayed,0.049778074,2024-05-16
2570,1,delayed,0.9968234,2024-05-19
2570,1,not delayed,0.4965853,2024-05-17
2570,0,not delayed,0.050100416,2024-05-15
2571,1,delayed,0.99670833,2024-05-19
2571,1,delayed,0.9966525,2024-05-18
2571,1,not delayed,0.179807,2024-05-16
2571,1,delayed,0.9967079,2024-05-15
2571,1,delayed,0.99526983,2024-05-17
2572,1,delayed,0.99604946,2024-05-16
2572,1,delayed,0.99688154,2024-05-17
2572,1,delayed,0.99688154,2024-05-15
2572,1,delayed,0.99688154,2024-05-19
2572,0,not delayed,0.038589466,2024-05-18
2573,0,not delayed,0.054197688,2024-05-16
2573,0,not delayed,0.17124356,2024-05-15
2573,0,not delayed,0.040461477,2024-05-19
2573,1,delayed,0.9972258,2024-05-18
2573,0,not delayed,0.038251963,2024-05-17
2574,0,not delayed,0.039946016,2024-05-19
2574,0,not delayed,0.03723301,2024-05-18
2574,0,not delayed,0.03932891,2024-05-16
2574,0,not delayed,0.061249025,2024-05-15
2574,0,not delayed,0.12876712,2024-05-17
2575,1,delayed,0.9968814,2024-05-16
2575,0,not delayed,0.04038237,2024-05-17
2575,0,not delayed,0.039769467,2024-05-18
2575,0,not delayed,0.040527888,2024-05-19
2575,1,delayed,0.9968815,2024-05-15
2576,0,not delayed,0.042317085,2024-05-15
2576,0,not delayed,0.042948544,2024-05-17
2576,0,not delayed,0.05587437,2024-05-19
2576,0,not delayed,0.047308315,2024-05-18
2576,1,delayed,0.9953091,2024-05-16
2577,1,delayed,0.9968815,2024-05-15
2577,1,delayed,0.99688154,2024-05-18
2577,0,not delayed,0.27302745,2024-05-16
2577,1,delayed,0.9968734,2024-05-19
2577,0,not delayed,0.040514663,2024-05-17
2578,1,delayed,0.76929176,2024-05-17
2578,0,not delayed,0.043084223,2024-05-18
2578,0,not delayed,0.07743253,2024-05-16
2578,1,delayed,0.9877972,2024-05-15
2578,1,delayed,0.8817019,2024-05-19
2579,1,delayed,0.9968141,2024-05-19
2579,1,delayed,0.9940885,2024-05-15
2579,0,delayed,0.743719,2024-05-18
2579,0,not delayed,0.068454675,2024-05-17
2579,0,not delayed,0.054751646,2024-05-16
258,0,not delayed,0.044754095,2024-05-16
258,0,not delayed,0.040350527,2024-05-18
258,1,delayed,0.99670786,2024-05-17
258,0,not delayed,0.042459607,2024-05-15
258,0,not delayed,0.044156034,2024-05-19
2580,0,not delayed,0.23905951,2024-05-19
2580,1,delayed,0.99688154,2024-05-15
2580,1,delayed,0.99688154,2024-05-18
2580,1,delayed,0.99671084,2024-05-16
2580,1,delayed,0.9968654,2024-05-17
2581,0,not delayed,0.041095268,2024-05-16
2581,1,not delayed,0.29011914,2024-05-19
2581,0,not delayed,0.09334565,2024-05-15
2581,1,delayed,0.98826957,2024-05-18
2581,0,not delayed,0.05122191,2024-05-17
2582,1,delayed,0.99722505,2024-05-19
2582,0,not delayed,0.13851093,2024-05-17
2582,1,delayed,0.9968809,2024-05-15
2582,1,delayed,0.9935416,2024-05-16
2582,0,not delayed,0.03782592,2024-05-18
2583,0,not delayed,0.039866406,2024-05-17
2583,1,delayed,0.99316645,2024-05-16
2583,0,not delayed,0.042985268,2024-05-15
2583,0,not delayed,0.04050842,2024-05-18
2583,0,not delayed,0.24279454,2024-05-19
2584,0,not delayed,0.039155673,2024-05-19
2584,0,not delayed,0.037606865,2024-05-15
2584,0,not delayed,0.043767005,2024-05-17
2584,0,not delayed,0.039417118,2024-05-18
2584,1,not delayed,0.3211284,2024-05-16
2585,1,delayed,0.9659437,2024-05-19
2585,0,not delayed,0.040002957,2024-05-15
2585,1,delayed,0.8952529,2024-05-17
2585,0,not delayed,0.041727807,2024-05-16
2585,0,not delayed,0.040052794,2024-05-18
2586,1,not delayed,0.1295845,2024-05-16
2586,0,not delayed,0.039756134,2024-05-18
2586,0,not delayed,0.038531322,2024-05-17
2586,0,not delayed,0.21728542,2024-05-19
2586,0,not delayed,0.0410938,2024-05-15
2587,0,not delayed,0.039300613,2024-05-17
2587,0,not delayed,0.14567567,2024-05-18
2587,1,delayed,0.9960512,2024-05-16
2587,1,delayed,0.99605113,2024-05-15
2587,0,not delayed,0.04416283,2024-05-19
2588,0,not delayed,0.044107396,2024-05-18
2588,1,delayed,0.9950539,2024-05-16
2588,1,delayed,0.9956132,2024-05-15
2588,0,not delayed,0.04041348,2024-05-19
2588,1,not delayed,0.15259998,2024-05-17
2589,1,delayed,0.9941219,2024-05-15
2589,0,not delayed,0.06764453,2024-05-16
2589,1,delayed,0.99412876,2024-05-18
2589,1,delayed,0.97076017,2024-05-17
2589,1,delayed,0.99580926,2024-05-19
259,1,delayed,0.9508983,2024-05-15
259,1,delayed,0.99027574,2024-05-18
259,0,not delayed,0.05651203,2024-05-16
259,1,delayed,0.9961988,2024-05-19
259,0,not delayed,0.0396375,2024-05-17
2590,1,delayed,0.99705297,2024-05-15
2590,1,delayed,0.98674446,2024-05-18
2590,1,delayed,0.99688154,2024-05-16
2590,0,not delayed,0.042068,2024-05-19
2590,1,delayed,0.99688154,2024-05-17
2591,0,not delayed,0.044460654,2024-05-17
2591,0,not delayed,0.040903017,2024-05-16
2591,0,not delayed,0.03995262,2024-05-18
2591,0,not delayed,0.04083263,2024-05-19
2591,1,delayed,0.96394444,2024-05-15
2592,0,not delayed,0.054410364,2024-05-15
2592,0,not delayed,0.045462105,2024-05-16
2592,0,not delayed,0.04016602,2024-05-19
2592,0,not delayed,0.08805561,2024-05-17
2592,0,not delayed,0.05925161,2024-05-18
2593,0,not delayed,0.06791322,2024-05-16
2593,0,not delayed,0.038958117,2024-05-18
2593,0,not delayed,0.042580705,2024-05-17
2593,1,delayed,0.9968811,2024-05-15
2593,1,delayed,0.89048374,2024-05-19
2594,1,delayed,0.9076329,2024-05-18
2594,0,not delayed,0.09417874,2024-05-17
2594,1,delayed,0.9960512,2024-05-15
2594,0,not delayed,0.040021583,2024-05-16
2594,1,not delayed,0.28488287,2024-05-19
2595,1,delayed,0.99688154,2024-05-18
2595,0,not delayed,0.039713375,2024-05-16
2595,1,delayed,0.99569345,2024-05-15
2595,0,not delayed,0.14310002,2024-05-19
2595,0,not delayed,0.050698023,2024-05-17
2596,0,not delayed,0.039592158,2024-05-15
2596,0,not delayed,0.04031756,2024-05-16
2596,0,not delayed,0.041174535,2024-05-19
2596,1,delayed,0.9965943,2024-05-17
2596,0,not delayed,0.13562669,2024-05-18
2597,0,not delayed,0.03833941,2024-05-16
2597,0,not delayed,0.044734664,2024-05-18
2597,1,delayed,0.9972258,2024-05-17
2597,0,not delayed,0.35627425,2024-05-19
2597,1,delayed,0.9781224,2024-05-15
2598,1,delayed,0.9923796,2024-05-17
2598,1,delayed,0.9969155,2024-05-19
2598,0,not delayed,0.040707167,2024-05-15
2598,1,delayed,0.8837573,2024-05-18
2598,1,delayed,0.99605024,2024-05-16
2599,0,not delayed,0.21144837,2024-05-18
2599,0,not delayed,0.21544224,2024-05-17
2599,0,not delayed,0.04184714,2024-05-15
2599,0,not delayed,0.038532194,2024-05-16
2599,0,not delayed,0.03961843,2024-05-19
26,1,delayed,0.99406505,2024-05-18
26,0,not delayed,0.045790948,2024-05-17
26,1,delayed,0.9960512,2024-05-19
26,0,not delayed,0.042967003,2024-05-16
26,0,not delayed,0.34921753,2024-05-15
260,1,delayed,0.61937773,2024-05-15
260,0,not delayed,0.042112898,2024-05-18
260,0,not delayed,0.043848794,2024-05-16
260,1,delayed,0.99601525,2024-05-19
260,0,not delayed,0.040915865,2024-05-17
2600,0,not delayed,0.042349327,2024-05-19
2600,1,delayed,0.991417,2024-05-16
2600,1,not delayed,0.03835098,2024-05-18
2600,0,not delayed,0.06285961,2024-05-15
2600,0,not delayed,0.049035437,2024-05-17
2601,0,not delayed,0.038946453,2024-05-17
2601,0,not delayed,0.042099416,2024-05-15
2601,1,delayed,0.99526465,2024-05-16
2601,0,not delayed,0.04548402,2024-05-19
2601,1,delayed,0.9905324,2024-05-18
2602,1,delayed,0.9972256,2024-05-18
2602,0,not delayed,0.0428954,2024-05-17
2602,1,delayed,0.9860533,2024-05-15
2602,0,not delayed,0.042440422,2024-05-19
2602,1,not delayed,0.4671489,2024-05-16
2603,1,delayed,0.9972257,2024-05-16
2603,1,delayed,0.9972258,2024-05-17
2603,0,not delayed,0.04082,2024-05-19
2603,0,not delayed,0.0392634,2024-05-18
2603,0,not delayed,0.080818616,2024-05-15
2604,0,not delayed,0.14233665,2024-05-18
2604,1,delayed,0.99722207,2024-05-19
2604,0,not delayed,0.047423653,2024-05-17
2604,1,delayed,0.99721515,2024-05-16
2604,1,delayed,0.9972075,2024-05-15
2605,0,not delayed,0.045639165,2024-05-18
2605,1,not delayed,0.051495504,2024-05-16
2605,0,not delayed,0.04194898,2024-05-17
2605,0,not delayed,0.081659324,2024-05-19
2605,0,not delayed,0.092284314,2024-05-15
2606,1,delayed,0.99688154,2024-05-19
2606,0,not delayed,0.040823177,2024-05-17
2606,0,not delayed,0.093322404,2024-05-15
2606,0,not delayed,0.039956514,2024-05-18
2606,0,not delayed,0.03925624,2024-05-16
2607,1,delayed,0.99512357,2024-05-19
2607,1,delayed,0.99713767,2024-05-18
2607,1,delayed,0.9648321,2024-05-15
2607,0,not delayed,0.04451962,2024-05-17
2607,0,not delayed,0.0391365,2024-05-16
2608,0,not delayed,0.19591567,2024-05-16
2608,1,delayed,0.99642354,2024-05-19
2608,0,not delayed,0.04209774,2024-05-17
2608,0,not delayed,0.040811375,2024-05-18
2608,0,not delayed,0.039965253,2024-05-15
2609,1,delayed,0.996046,2024-05-16
2609,0,not delayed,0.040968,2024-05-15
2609,0,not delayed,0.03756017,2024-05-17
2609,1,delayed,0.87657803,2024-05-19
2609,0,not delayed,0.32333928,2024-05-18
261,0,not delayed,0.061512403,2024-05-18
261,1,delayed,0.9967858,2024-05-15
261,0,not delayed,0.40928945,2024-05-19
261,0,not delayed,0.043321066,2024-05-16
261,0,not delayed,0.04080892,2024-05-17
2610,0,not delayed,0.03961994,2024-05-15
2610,0,not delayed,0.045591604,2024-05-16
2610,1,delayed,0.9936538,2024-05-17
2610,1,delayed,0.99604875,2024-05-19
2610,0,not delayed,0.043694988,2024-05-18
2611,1,delayed,0.8089593,2024-05-18
2611,0,not delayed,0.042532522,2024-05-15
2611,0,not delayed,0.036359586,2024-05-19
2611,0,not delayed,0.040819757,2024-05-17
2611,0,not delayed,0.04239655,2024-05-16
2612,1,delayed,0.99512947,2024-05-17
2612,1,delayed,0.99688154,2024-05-19
2612,0,not delayed,0.05070096,2024-05-16
2612,0,not delayed,0.11070493,2024-05-18
2612,1,delayed,0.99329656,2024-05-15
2613,0,not delayed,0.11090693,2024-05-15
2613,0,not delayed,0.04038889,2024-05-19
2613,1,delayed,0.99721813,2024-05-16
2613,0,not delayed,0.036843654,2024-05-17
2613,0,not delayed,0.044429973,2024-05-18
2614,1,delayed,0.99668634,2024-05-17
2614,0,not delayed,0.27200767,2024-05-15
2614,1,delayed,0.99581766,2024-05-16
2614,0,not delayed,0.038707126,2024-05-19
2614,0,not delayed,0.036300253,2024-05-18
2615,0,not delayed,0.04105959,2024-05-18
2615,0,not delayed,0.045999195,2024-05-17
2615,1,delayed,0.99688154,2024-05-19
2615,1,delayed,0.91042286,2024-05-16
2615,0,not delayed,0.041376576,2024-05-15
2616,1,delayed,0.9972258,2024-05-18
2616,0,not delayed,0.04177013,2024-05-15
2616,0,not delayed,0.36592314,2024-05-19
2616,0,not delayed,0.07211728,2024-05-17
2616,1,delayed,0.9782535,2024-05-16
2617,0,not delayed,0.03930989,2024-05-17
2617,1,delayed,0.9972258,2024-05-15
2617,1,delayed,0.9968815,2024-05-19
2617,1,delayed,0.846825,2024-05-18
2617,0,not delayed,0.04481844,2024-05-16
2618,0,not delayed,0.06026443,2024-05-17
2618,1,not delayed,0.041052345,2024-05-19
2618,1,delayed,0.9960389,2024-05-16
2618,0,not delayed,0.041069664,2024-05-18
2618,1,delayed,0.6937049,2024-05-15
2619,0,not delayed,0.04233769,2024-05-18
2619,0,not delayed,0.03947393,2024-05-16
2619,0,not delayed,0.039501596,2024-05-15
2619,1,delayed,0.8731933,2024-05-19
2619,0,not delayed,0.046743132,2024-05-17
262,0,not delayed,0.042052448,2024-05-16
262,0,not delayed,0.052881207,2024-05-15
262,1,delayed,0.9133426,2024-05-18
262,1,delayed,0.99662834,2024-05-19
262,0,not delayed,0.036779385,2024-05-17
2620,0,not delayed,0.036273967,2024-05-16
2620,0,not delayed,0.03796442,2024-05-15
